Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2015-07-20,40.449768355796465,40.86597134956436,40.267676858527025,40.68387985229492,30631900,0.48571815644279526,0.48765428553468987,0.47555366623589007,0.4767637252807617,188412000,29.33293883762444,29.780872540979825,29.272466830781838,29.579303741455078,235600800
2015-07-21,40.562495067136986,41.03939751809879,40.302368562413804,40.99604034423828,42781900,0.475795668673291,0.48571816454682504,0.475795668673291,0.47894182801246643,149720000,29.753994502368016,29.76967040326622,29.18735870024738,29.283662796020508,307025600
2015-07-22,39.400593647345595,40.69256003029848,39.192493766350964,39.4873046875,59152400,0.47555369868956443,0.47555369868956443,0.4639371252960188,0.469745397567749,356472000,27.321716084585486,28.107840221823945,27.321716084585486,28.045129776000977,461802400
2015-07-23,39.25320330472963,40.08560972960513,39.10579613974947,39.98155975341797,33934000,0.47071330745674167,0.4825718714678275,0.4697452431629316,0.4755535423755646,169916000,28.264612684942378,28.463943022870716,28.009290640658186,28.031688690185547,203998000
2015-07-24,39.80814055479466,40.163647668875946,39.71276003263082,39.83415222167969,32333200,0.4789417932853823,0.4794258111062948,0.4680512624894829,0.4699873626232147,188844000,28.067527655461017,28.16159332934246,27.749495114967623,27.883874893188477,168649200
2015-07-27,39.83413137564489,39.8948274384058,39.23584019656417,39.322547912597656,39701400,0.46587315800162904,0.47264949432074216,0.4620009864264808,0.46732524037361145,192420000,27.56807778367257,27.68454149849545,27.35083138209292,27.496408462524414,177822000
2015-07-28,39.521999422214726,39.57402275220198,38.83699691074602,39.31389617919922,34328900,0.46853525090388226,0.48063583991763875,0.46369501529837964,0.477489709854126,198308000,27.633031845092773,27.751735721697596,27.44714064136216,27.633031845092773,134472400
2015-07-29,39.36591276375505,40.56249535552671,39.2445173068457,40.13762283325195,40945900,0.47652172650742414,0.48717026396152197,0.4745856261657623,0.48329806327819824,232680000,27.581518423951334,27.65990648113944,27.38442649875668,27.545682907104492,148046800
2015-07-30,40.111617046256306,41.1001032897358,39.82547881585365,40.64921569824219,39777900,0.4820879800306523,0.4893483631608461,0.4820879800306523,0.48450812697410583,190180000,27.395625085920436,27.451616798547704,27.259005170411385,27.406824111938477,134513200
2015-07-31,41.00469784031346,41.074063338834385,40.31969576360313,40.49311447143555,31201500,0.4864441910433656,0.48668618553900844,0.4799098780596832,0.4828140139579773,218340000,27.458333054483976,27.467291932744207,27.079830273194275,27.167177200317383,171540000
2015-08-03,40.73591240729874,40.75325461469562,40.27635548818888,40.58850860595703,24125900,0.486686188024408,0.49152642416297715,0.48039389835431795,0.49104243516921997,397132000,27.21197027273861,27.451614716256273,26.320581523485302,26.52663230895996,279904000
2015-08-04,40.53648281628967,41.36888894230849,40.47578674299796,41.22148513793945,33403900,0.48934833535479444,0.49443056575203614,0.4874122063700142,0.4929784834384918,260100000,26.298185624478727,26.360896065522866,25.364244323075575,25.67555809020996,496554400
2015-08-05,41.60299489395501,41.97584401173958,41.22147632799072,41.256160736083984,26959700,0.5050790342198757,0.5055630808537376,0.49709263981218627,0.4980607330799103,234628000,25.297052046399365,26.302664314819687,25.106680588053468,25.84577178955078,397250400
2015-08-06,41.36889997926505,41.420926616404564,40.17231709425535,40.423770904541016,27368000,0.496850692433348,0.5004808982809609,0.4866861737601967,0.49491462111473083,655676000,26.09100988765208,26.2102493741186,25.67479597049798,25.90202522277832,211612000
2015-08-07,40.224336858939594,40.56250170115557,40.11161414230477,40.5278205871582,19163000,0.5435590637005072,0.5655821214083401,0.5295223439041733,0.5561437010765076,1405248000,25.778282621559843,26.153999885380763,25.760283758073953,25.989763259887695,154681600
2015-08-10,40.70990663525824,41.17813637959991,40.61452613463069,41.03940200805664,23079900,0.552271514397832,0.5796188557672509,0.5488833027652044,0.5755046606063843,662304000,26.21698661975205,26.995419217814426,26.21698661975205,26.934675216674805,219806400
2015-08-11,40.59717951102881,40.70122945145195,39.79945778830485,40.24167251586914,29237400,0.5670342654165833,0.5781668215814025,0.5670342654165833,0.5726005434989929,435008000,26.50496676412921,26.58821021293682,25.497054529831722,25.533050537109375,388331200
2015-08-12,40.05091805819875,40.66655496621318,39.63471492103382,40.5278205871582,30181400,0.5634039468454323,0.5781666473052993,0.5634039468454323,0.5740524530410767,384048000,25.317064459759752,25.96725820036305,24.664620432740126,25.926761627197266,404870000
2015-08-13,40.805279786527954,40.83996089240118,40.31103847019135,40.51913833618164,22627200,0.5747785346593407,0.5759886224283848,0.5677601756193024,0.5692122578620911,276884000,26.106749630094097,26.187742785273155,25.769278722336622,25.906517028808594,194143200
2015-08-14,40.345727892040195,40.83996931024879,40.33705844070689,40.75326156616211,21473400,0.5687283328891863,0.5730845805495358,0.5653401787312521,0.5696964263916016,214652000,25.719780902712788,26.167491794854577,25.650037469291767,26.088748931884766,171718000
2015-08-17,40.58852395166088,41.1434615674204,40.380420691906515,41.030738830566406,21099700,0.5687283781994997,0.5687283781994997,0.559047904005493,0.5660662651062012,273880000,26.106751403327163,26.46897033957356,25.9852616623067,26.35873031616211,163538800
2015-08-18,40.882348195129005,41.39730531713373,40.7601555440601,41.25765609741211,23574100,0.5643163895332146,0.5682048823956674,0.5565394038083094,0.5609139800071716,287084000,26.194494649758383,26.42172556519588,26.10000319772274,26.210243225097656,138242800
2015-08-19,40.829978316698536,41.09182351588302,40.411030659303385,40.681602478027344,31485500,0.5601847408422671,0.5665035328863822,0.5526507697390869,0.5587265491485596,249248000,26.120250952413596,26.214742405614185,25.800778867897705,25.875022888183594,193146000
2015-08-20,40.21029511619366,40.55941991560897,39.85244369506836,39.85244369506836,36238200,0.552407791731743,0.5550811047091639,0.5358817147386759,0.5385550856590271,426932000,25.66578510481969,25.72652910647414,25.114581651224274,25.34406280517578,274006400
2015-08-21,39.53822026273215,39.69532604271584,37.59185791015625,37.59185791015625,70053100,0.5346667547298358,0.5436588628582694,0.5213000699272793,0.5217861533164978,382664000,24.84460215978068,25.175323842311087,23.76919540737934,23.793943405151367,513102000
